0.0,0.0,0.0,0.0,0.0,0.0,0.0,T
0.0,0.0,0.0,0.0,0.0,0.0,6.0,B
1.0,0.0,1.0,1.0,0.0,0.0,6.0,N
2.0,0.0,0.0,0.0,0.0,0.0,6.0,B
1.0,0.0,0.0,1.0,0.0,0.0,3.0,H
4.0,0.0,0.0,0.0,0.0,0.0,5.0,H
5.0,0.0,0.0,0.0,0.0,0.0,6.0,H
0.0,0.0,0.0,0.0,0.0,0.0,5.0,H
0.0,0.0,0.0,6.0,0.0,6.0,6.0,D
0.0,0.0,0.0,6.0,0.0,6.0,6.0,D
0.0,0.0,0.0,5.0,0.0,5.0,6.0,D
0.0,0.0,0.0,5.0,0.0,5.0,6.0,D
0.0,0.0,0.0,6.0,0.0,6.0,6.0,D
0.0,0.0,0.0,6.0,0.0,6.0,6.0,D
0.0,0.0,0.0,6.0,0.0,6.0,6.0,D
0.0,0.0,0.0,4.0,0.0,4.0,6.0,D
0.0,0.0,0.0,6.0,0.0,6.0,6.0,D
0.0,0.0,0.0,6.0,0.0,6.0,6.0,D
0.0,0.0,0.0,4.0,0.0,4.0,6.0,A
0.0,0.0,0.0,0.0,0.0,0.0,6.0,B
0.0,0.0,0.0,0.0,0.0,0.0,6.0,B
1.0,0.0,0.0,1.0,0.0,0.0,3.0,H
4.0,0.0,0.0,0.0,0.0,0.0,5.0,H
5.0,0.0,0.0,0.0,0.0,0.0,6.0,H
0.0,0.0,0.0,0.0,0.0,0.0,5.0,H
0.0,0.0,0.0,6.0,0.0,6.0,6.0,D
0.0,0.0,0.0,6.0,0.0,6.0,6.0,D
0.0,0.0,0.0,5.0,0.0,5.0,6.0,D
0.0,0.0,0.0,5.0,0.0,5.0,6.0,D
0.0,0.0,0.0,5.0,0.0,5.0,6.0,D
0.0,0.0,0.0,6.0,0.0,6.0,6.0,D
0.0,0.0,0.0,5.0,0.0,5.0,6.0,D
0.0,0.0,0.0,5.0,0.0,5.0,6.0,D
0.0,0.0,0.0,1.0,0.0,1.0,6.0,D
0.0,0.0,0.0,1.0,0.0,1.0,6.0,D
0.0,0.0,0.0,4.0,0.0,4.0,6.0,A
0.0,0.0,0.0,0.0,0.0,0.0,6.0,B
0.0,0.0,0.0,0.0,0.0,0.0,6.0,B
1.0,0.0,2.0,1.0,0.0,0.0,3.0,H
4.0,0.0,3.0,3.0,0.0,0.0,5.0,H
5.0,0.0,4.0,4.0,0.0,0.0,6.0,H
0.0,0.0,4.0,4.0,0.0,0.0,5.0,H
0.0,0.0,4.0,3.0,0.0,3.0,6.0,D
0.0,0.0,4.0,3.0,0.0,3.0,6.0,D
0.0,0.0,4.0,4.0,0.0,3.0,6.0,D
0.0,0.0,4.0,4.0,0.0,3.0,6.0,D
0.0,0.0,4.0,4.0,0.0,3.0,6.0,D
0.0,0.0,4.0,3.0,0.0,3.0,6.0,D
0.0,0.0,4.0,2.0,0.0,4.0,6.0,D
0.0,0.0,4.0,3.0,0.0,4.0,6.0,D
0.0,0.0,4.0,4.0,0.0,1.0,6.0,D
0.0,0.0,4.0,4.0,0.0,1.0,6.0,D
0.0,0.0,4.0,4.0,0.0,2.0,6.0,A
0.0,0.0,0.0,0.0,0.0,0.0,6.0,B
0.0,0.0,0.0,0.0,0.0,0.0,6.0,B
0.0,0.0,0.0,0.0,0.0,0.0,6.0,B
0.0,0.0,1.0,1.0,0.0,0.0,6.0,N
2.0,0.0,2.0,2.0,0.0,0.0,6.0,N
2.0,0.0,2.0,2.0,0.0,1.0,6.0,N
2.0,0.0,2.0,2.0,0.0,0.0,6.0,N
1.0,0.0,2.0,2.0,0.0,0.0,6.0,N
1.0,0.0,2.0,2.0,0.0,0.0,6.0,N
1.0,0.0,2.0,2.0,0.0,0.0,6.0,N
2.0,0.0,2.0,2.0,0.0,0.0,6.0,N
1.0,0.0,2.0,2.0,0.0,0.0,6.0,N
1.0,0.0,2.0,2.0,0.0,0.0,6.0,N
1.0,0.0,1.0,1.0,0.0,0.0,6.0,N
1.0,0.0,1.0,1.0,0.0,0.0,6.0,N
0.0,0.0,0.0,0.0,0.0,0.0,6.0,B
2.0,0.0,2.0,2.0,0.0,0.0,6.0,N
1.0,0.0,1.0,1.0,0.0,0.0,6.0,N
1.0,0.0,1.0,1.0,0.0,0.0,6.0,N
1.0,0.0,1.0,1.0,0.0,0.0,6.0,N
0.0,0.0,0.0,0.0,0.0,0.0,6.0,B
1.0,0.0,1.0,1.0,0.0,0.0,6.0,N
0.0,0.0,0.0,0.0,0.0,0.0,6.0,B
0.0,0.0,0.0,0.0,0.0,0.0,6.0,B
0.0,0.0,0.0,0.0,0.0,0.0,6.0,B
